"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","Student_Score","Student_Class"
"313","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,10,16,16,16,16,"3"
"314","GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"no","yes","no","no","no","yes","no","no",4,4,3,1,1,3,2,13,13,13,13,"3"
"315","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"no","yes","no","yes","no","yes","no","yes",3,5,2,2,2,1,2,16,17,18,18.9,"3"
"316","GP","F",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,2,5,1,2,1,8,14,14,15,15.75,"3"
"317","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,1,1,6,15,16,16,16,"3"
"318","GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"yes","yes","no","no","yes","yes","yes","yes",4,4,4,2,3,5,6,12,12,12,12,"3"
"319","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,0,"no","no","no","no","no","no","yes","yes",4,1,1,1,1,5,15,12,9,10,10.5,"1"
"320","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",3,2,4,1,4,3,6,11,12,12,12,"3"
"321","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,1,"yes","yes","no","yes","yes","yes","yes","yes",2,4,4,1,1,4,2,14,12,13,13.65,"3"
"322","GP","F",17,"U","GT3","T",2,2,"other","services","reputation","father",3,3,0,"no","yes","no","no","yes","yes","yes","yes",4,2,3,1,1,1,8,13,15,15,15,"3"
"323","GP","F",19,"R","GT3","T",3,2,"services","services","reputation","father",1,2,1,"yes","yes","no","no","yes","no","yes","no",3,3,3,4,3,3,0,9,8,10,11,"3"
"324","GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,1,2,1,0,10,10,10,10,"1"
"325","GP","M",18,"U","GT3","T",1,2,"at_home","other","home","other",2,1,0,"no","no","no","no","no","no","yes","no",3,4,4,2,4,4,10,10,10,11,11.55,"3"
"326","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",4,5,4,2,4,5,22,11,11,10,9.5,"1"
"327","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",4,4,4,3,4,3,18,13,13,13,13,"3"
"328","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,0,"no","yes","no","yes","yes","yes","no","no",5,2,2,1,1,3,2,17,17,18,18.9,"3"
"329","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"yes","no","no","yes","yes","yes","yes","no",5,4,4,1,1,4,0,12,13,13,13,"3"
"330","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",5,4,5,1,2,5,12,12,12,14,15.4,"3"
"331","GP","F",18,"U","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,1,1,1,5,10,12,13,14,14.7,"3"
"332","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"no","no","no","no","no","yes","yes","no",4,3,3,1,2,4,0,12,12,12,12,"3"
"333","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,2,0,18,18,18,18,"3"
"334","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,0,13,13,14,14.7,"3"
"335","GP","M",18,"U","GT3","T",2,1,"services","services","reputation","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,2,4,1,3,2,0,14,15,15,15,"3"
"336","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,2,0,17,17,17,17,"3"
"337","GP","M",18,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,4,5,2,15,16,16,16,"3"
"338","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,2,2,1,2,3,0,17,18,18,18,"3"
"339","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","no","no","yes","yes","no","no",3,1,2,1,1,3,0,18,19,19,19,"3"
"340","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,2,1,1,4,0,14,15,15,15,"3"
"341","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,3,1,3,5,0,14,15,15,15,"3"
"342","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",2,2,0,"no","yes","no","yes","yes","yes","yes","no",2,3,4,2,3,2,2,14,13,13,13,"3"
"343","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"no","yes","no","no","yes","yes","yes","yes",4,4,5,1,2,2,0,13,14,14,14,"3"
"344","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,0,16,17,17,17,"3"
"345","GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","yes",1,4,2,2,2,1,0,18,18,17,16.15,"3"
"346","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,2,4,1,1,4,0,14,15,15,15,"3"
"347","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"no","no","no","no","yes","yes","yes","no",4,1,1,2,2,5,0,12,13,13,13,"3"
"348","GP","F",17,"R","GT3","T",4,4,"services","services","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,1,5,0,7,7,8,8.4,"1"
"349","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,0,16,16,16,16,"3"
"350","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"no","yes","no","yes","no","yes","yes","no",5,2,2,1,2,5,0,18,18,18,18,"3"
"351","GP","M",19,"R","LE3","T",2,1,"at_home","services","course","mother",2,3,1,"no","no","no","yes","yes","yes","yes","yes",4,3,1,1,1,5,0,9,10,11,11.55,"3"
"352","GP","M",20,"U","GT3","A",3,2,"services","other","course","other",1,1,2,"no","no","no","yes","yes","yes","no","no",5,5,3,1,1,5,0,14,15,15,15,"3"
"353","GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",1,2,0,"no","no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,0,10,10,11,11.55,"3"
"354","GP","F",18,"U","GT3","T",1,4,"other","teacher","home","mother",1,2,0,"yes","yes","no","no","no","yes","no","yes",3,4,4,1,2,5,2,10,10,11,11.55,"3"
"355","GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,2,1,2,12,12,15,17.25,"3"
"356","GP","F",17,"U","GT3","T",2,3,"other","other","course","father",2,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,1,1,1,3,2,11,12,14,15.4,"3"
"357","GP","F",17,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,1,1,5,2,15,16,17,17.85,"3"
"358","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,1,1,5,2,14,15,17,18.7,"3"
"359","GP","F",18,"U","LE3","T",4,3,"health","services","course","mother",2,1,0,"no","yes","no","no","yes","yes","yes","no",3,2,4,1,4,1,8,12,12,15,17.25,"3"
"360","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","no","yes","no","yes","yes","no",4,3,4,2,5,5,2,15,15,17,18.7,"3"
"361","GP","F",18,"U","GT3","T",3,3,"at_home","other","course","father",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,1,4,1,1,3,8,11,12,14,15.4,"3"
"362","GP","M",19,"U","GT3","T",4,2,"health","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,4,1,1,1,9,11,10,10,10,"1"
"363","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,3,3,5,0,12,11,13,14.3,"3"
"364","GP","F",18,"U","GT3","T",3,4,"other","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,4,1,1,1,4,11,12,14,15.4,"3"
"365","GP","F",17,"U","GT3","T",4,4,"health","health","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,2,5,2,14,15,17,18.7,"3"
"366","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",5,2,2,1,2,5,14,15,14,17,19.55,"3"
"367","GP","F",17,"U","LE3","A",3,3,"services","other","home","mother",1,2,0,"yes","yes","no","no","yes","yes","yes","no",5,3,3,1,1,5,0,12,12,13,13.65,"3"
"368","GP","F",17,"U","LE3","T",2,1,"other","other","home","father",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,2,2,2,2,11,12,14,15.4,"3"
"369","GP","M",18,"U","LE3","T",4,4,"other","other","reputation","father",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,2,5,3,4,5,2,8,9,11,12.1,"3"
"370","GP","F",19,"U","GT3","T",1,1,"other","other","course","other",3,3,0,"no","no","no","yes","yes","no","no","yes",1,5,5,4,3,5,12,10,10,11,11.55,"3"
"371","GP","F",19,"U","LE3","A",1,1,"other","other","course","other",3,2,2,"no","yes","no","no","no","yes","yes","yes",5,3,4,1,1,4,2,8,8,9,9.45,"1"
"372","GP","F",18,"U","GT3","T",2,2,"other","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,5,2,4,5,2,10,10,10,10,"1"
"373","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","no","yes",4,2,2,1,1,3,4,14,13,13,13,"3"
"374","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",3,3,2,2,2,3,0,11,11,10,9.5,"1"
"375","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"no","yes","no","no","no","yes","yes","no",3,4,3,2,3,5,0,17,18,17,16.15,"3"
"376","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"no","no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,14,14,15,15.75,"3"
"377","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,3,0,"no","no","no","yes","yes","yes","yes","no",4,5,5,1,2,2,0,14,14,14,14,"3"
"378","GP","M",18,"U","GT3","T",4,4,"other","other","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,2,2,3,0,13,14,13,12.35,"3"
"379","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",4,3,5,3,5,5,0,17,18,17,16.15,"3"
"380","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,5,5,4,2,11,10,10,10,"1"
"381","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,1,3,4,0,13,12,13,13.65,"3"
"382","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","yes","no","no","no","yes","yes","yes",4,3,3,1,2,4,4,15,14,15,15.75,"3"
"383","GP","F",17,"U","GT3","T",3,3,"at_home","other","course","mother",1,1,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,5,2,5,5,2,11,12,11,10.45,"1"
"384","GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,0,"no","yes","yes","yes","yes","yes","yes","no",4,5,5,2,4,5,0,11,11,12,12.6,"3"
"385","GP","M",19,"R","GT3","T",3,2,"at_home","services","home","other",1,1,0,"no","yes","no","no","no","yes","no","yes",5,3,4,2,2,5,0,11,10,10,10,"1"
"386","GP","F",18,"U","GT3","T",2,2,"at_home","other","course","mother",4,2,0,"no","no","no","yes","yes","yes","no","yes",4,2,5,1,1,2,2,10,9,10,10.5,"1"
"387","GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,4,3,1,1,5,0,15,15,15,15,"3"
"388","GP","M",18,"U","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"no","no","no","no","no","yes","yes","no",5,4,2,1,2,5,6,15,14,15,15.75,"3"
"389","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,1,4,8,10,11,12,12.6,"3"
"390","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,10,9,12,13.8,"3"
"391","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"no","no","no","yes","yes","yes","no","no",4,4,4,1,1,4,6,14,13,14,14.7,"3"
"392","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",4,4,5,1,3,5,8,11,13,14,14.7,"3"
"393","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,2,3,2,0,12,13,15,16.5,"3"
"394","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"no","yes","no","no","yes","yes","yes","no",5,3,3,1,1,1,4,14,14,15,15.75,"3"
"395","GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,2,3,2,0,14,14,16,17.6,"3"
"396","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,2,2,0,12,12,13,13.65,"3"
"397","GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,6,16,16,17,17.85,"3"
"398","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","yes",3,3,1,1,2,4,18,10,12,14,15.4,"3"
"399","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,3,0,11,12,14,15.4,"3"
"400","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,4,14,16,17,17.85,"3"
"401","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,4,15,14,17,19.55,"3"
"402","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,0,"no","yes","no","no","yes","yes","yes","yes",5,4,5,2,3,5,0,14,13,14,14.7,"3"
"403","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,11,12,13,13.65,"3"
"404","GP","F",17,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,2,2,1,10,12,15,15,15,"3"
"405","GP","F",17,"U","GT3","T",2,1,"services","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,2,4,4,4,12,16,16,16,"3"
"406","GP","F",19,"U","LE3","A",2,3,"at_home","other","home","other",2,1,1,"no","no","no","no","yes","no","yes","no",2,2,3,3,4,5,16,10,11,11,11,"3"
"407","GP","F",17,"U","GT3","T",3,1,"other","at_home","home","mother",1,1,1,"no","yes","yes","no","yes","yes","yes","yes",4,1,2,1,1,3,6,10,13,13,13,"3"
"408","GP","F",21,"U","LE3","T",4,4,"other","other","reputation","other",1,3,2,"no","no","yes","yes","yes","yes","yes","no",3,3,2,1,1,5,0,9,12,12,12,"3"
"409","GP","M",18,"U","LE3","T",2,2,"services","services","reputation","mother",1,2,0,"no","yes","no","yes","no","no","yes","no",4,4,4,1,3,3,11,9,11,12,12.6,"3"
"410","GP","M",18,"U","LE3","A",3,4,"other","other","reputation","other",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,5,1,4,2,9,13,14,15,15.75,"3"
"411","GP","F",17,"U","GT3","T",2,2,"services","services","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,3,4,0,13,17,17,17,"3"
"412","GP","M",17,"U","LE3","A",4,4,"health","other","reputation","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,4,2,1,2,4,2,12,15,15,15,"3"
"413","GP","F",18,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,2,1,1,3,0,14,17,17,17,"3"
"414","GP","M",21,"R","LE3","T",1,1,"at_home","other","course","other",2,2,2,"no","yes","no","yes","yes","no","yes","yes",5,3,3,5,2,4,21,9,10,10,10,"1"
"415","GP","F",20,"R","GT3","T",1,1,"other","other","reputation","other",2,3,0,"no","no","no","no","yes","yes","yes","yes",3,2,2,1,3,3,8,11,15,15,15,"3"
"416","GP","F",19,"U","GT3","T",4,4,"teacher","other","home","other",1,1,1,"no","yes","no","no","yes","yes","yes","yes",3,2,5,4,4,5,5,9,10,11,11.55,"3"
"417","GP","M",17,"U","LE3","A",3,2,"other","other","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,1,2,5,10,16,18,18,18,"3"
"418","GP","F",18,"U","GT3","T",3,2,"at_home","other","reputation","father",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,3,4,1,2,2,5,14,17,17,17,"3"
"419","GP","M",18,"R","GT3","T",2,3,"other","services","reputation","father",1,1,0,"no","no","no","no","yes","yes","yes","no",3,1,3,4,5,4,13,13,14,14,14,"3"
"420","GP","M",19,"U","GT3","T",2,1,"other","other","reputation","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",5,3,4,1,4,4,10,7,11,11,11,"3"
"421","GP","F",18,"U","LE3","A",2,2,"services","other","reputation","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",4,1,4,1,3,4,10,14,17,17,17,"3"
"422","GP","F",20,"U","GT3","T",1,0,"other","other","reputation","mother",2,1,1,"yes","no","no","no","yes","yes","yes","yes",5,3,1,1,1,5,5,8,10,10,10,"1"
"423","GP","F",18,"U","GT3","T",3,2,"services","other","home","mother",1,2,0,"no","yes","no","yes","no","yes","yes","yes",3,1,2,1,2,1,4,10,13,13,13,"3"
"424","MS","F",16,"U","GT3","T",1,3,"at_home","other","other","father",2,1,0,"no","yes","no","no","yes","no","yes","yes",4,3,3,1,3,5,11,10,11,11,11,"3"
"425","MS","F",16,"R","GT3","T",2,2,"other","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,1,5,0,12,12,12,12,"3"
"426","MS","F",15,"R","GT3","T",1,1,"at_home","services","other","mother",1,1,1,"no","yes","no","no","yes","yes","no","yes",4,1,3,1,1,2,6,10,10,10,10,"1"
"427","MS","F",15,"R","GT3","T",3,3,"at_home","other","course","mother",2,1,0,"no","yes","no","no","yes","yes","yes","no",5,4,4,2,3,5,4,10,10,11,11.55,"3"
"428","MS","F",16,"R","GT3","T",2,3,"at_home","services","course","mother",2,2,0,"no","no","no","no","yes","yes","no","no",4,5,2,1,2,5,0,16,17,17,17,"3"
"429","MS","F",15,"R","LE3","T",2,1,"at_home","other","home","mother",2,1,0,"no","no","no","no","yes","no","no","no",1,3,4,1,1,1,0,6,8,9,9.45,"1"
"430","MS","M",16,"R","LE3","A",4,4,"at_home","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",5,3,2,1,3,2,5,10,11,11,11,"3"
"431","MS","M",16,"U","GT3","A",1,2,"other","other","other","mother",1,3,0,"yes","no","no","no","yes","yes","yes","no",4,4,3,1,1,5,0,10,11,11,11,"3"
"432","MS","F",17,"R","GT3","T",3,2,"at_home","other","course","father",1,2,1,"no","no","no","no","yes","yes","no","yes",4,5,4,1,2,5,0,10,10,10,10,"1"
"433","MS","F",17,"R","GT3","T",1,1,"other","other","other","father",1,1,1,"no","yes","no","no","no","no","yes","no",5,4,4,2,2,5,0,6,6,7,7.35,"1"
"434","MS","F",15,"R","GT3","T",4,4,"teacher","other","course","mother",2,1,0,"no","no","no","no","yes","yes","yes","yes",1,5,1,3,5,5,0,13,14,14,14,"3"
"435","MS","F",16,"U","LE3","A",2,2,"at_home","other","reputation","mother",2,4,0,"no","no","no","yes","no","no","no","yes",1,2,1,1,1,1,4,10,9,11,12.1,"3"
"436","MS","F",15,"R","LE3","T",1,1,"at_home","services","reputation","father",2,2,0,"no","yes","no","no","yes","yes","yes","no",5,4,3,1,2,4,0,10,10,10,10,"1"
"437","MS","F",15,"R","LE3","T",1,1,"other","services","course","mother",2,1,1,"no","yes","no","no","yes","yes","yes","yes",4,4,3,1,2,2,4,6,7,8,8.4,"1"
"438","MS","F",16,"R","GT3","T",0,2,"other","other","other","mother",2,1,0,"no","yes","no","yes","yes","yes","no","no",3,2,3,1,2,2,0,12,11,12,12.6,"3"
"439","MS","F",17,"R","GT3","T",2,3,"other","other","course","mother",2,1,0,"no","yes","no","no","yes","yes","yes","no",5,5,5,1,3,3,2,10,11,12,12.6,"3"
"440","MS","F",15,"R","GT3","T",3,3,"other","services","course","father",2,1,0,"no","no","no","no","no","yes","yes","no",4,1,3,1,1,4,0,14,16,16,16,"3"
"441","MS","M",16,"U","GT3","T",1,1,"at_home","services","home","mother",2,2,0,"no","yes","no","yes","yes","yes","no","yes",5,4,5,4,5,3,0,7,0,0,0,"1"
"442","MS","M",17,"U","GT3","T",1,1,"other","other","home","mother",1,2,0,"no","no","yes","no","no","yes","yes","no",4,4,3,2,4,5,4,8,9,9,9,"1"
"443","MS","M",15,"R","LE3","T",4,1,"health","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,2,2,0,12,13,14,14.7,"3"
"444","MS","M",15,"R","LE3","T",4,1,"health","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,2,2,7,7,9,8,7.6,"1"
"445","MS","M",16,"R","GT3","T",3,4,"other","health","other","mother",3,2,0,"no","no","no","no","no","yes","no","no",3,4,5,1,2,5,4,9,10,11,11.55,"3"
"446","MS","M",15,"R","GT3","T",1,1,"other","other","course","mother",4,2,0,"no","yes","no","yes","yes","yes","no","yes",5,4,5,2,4,4,8,7,9,9,9,"1"
"447","MS","M",15,"U","LE3","T",3,3,"at_home","at_home","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,0,11,11,11,11,"3"
"448","MS","M",17,"R","GT3","T",2,1,"other","other","other","mother",3,1,0,"no","no","no","yes","yes","no","no","yes",5,5,5,5,5,3,8,8,10,9,8.55,"1"
"449","MS","F",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,4,6,16,16,17,17.85,"3"
"450","MS","F",15,"R","GT3","T",1,2,"other","services","course","mother",2,1,0,"no","no","no","no","yes","yes","no","no",5,1,2,1,1,1,3,11,13,13,13,"3"
"451","MS","F",16,"R","GT3","T",2,3,"other","services","course","mother",3,2,0,"no","yes","no","no","yes","yes","yes","no",4,5,4,1,2,1,2,15,15,15,15,"3"
"452","MS","M",16,"R","GT3","T",1,2,"other","other","course","father",2,2,0,"no","no","no","no","yes","yes","no","no",4,3,3,1,1,5,0,10,11,11,11,"3"
"453","MS","F",16,"R","GT3","T",2,2,"other","other","course","mother",3,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,1,1,4,4,9,10,11,11.55,"3"
"454","MS","F",16,"U","GT3","T",1,2,"other","services","course","mother",1,3,1,"no","yes","no","no","yes","yes","no","no",1,3,2,1,2,4,0,10,8,8,8,"1"
"455","MS","F",16,"U","GT3","T",1,2,"other","services","course","mother",1,3,1,"no","yes","no","no","yes","yes","no","no",1,3,2,1,2,4,3,9,8,8,8,"1"
"456","MS","F",15,"U","GT3","T",2,1,"at_home","other","home","mother",1,2,0,"yes","yes","no","no","no","yes","yes","no",4,4,2,3,3,2,0,9,10,9,8.55,"1"
"457","MS","F",16,"U","GT3","T",1,1,"at_home","other","course","father",1,2,0,"no","yes","no","no","no","yes","no","yes",5,4,3,2,1,2,0,13,14,15,15.75,"3"
"458","MS","M",17,"R","LE3","T",1,2,"at_home","services","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",5,5,5,5,5,3,4,10,11,11,11,"3"
"459","MS","F",16,"R","GT3","T",1,1,"other","other","home","father",4,4,0,"no","yes","no","no","no","yes","yes","no",4,3,2,1,1,1,0,13,10,13,14.95,"3"
"460","MS","F",16,"R","GT3","T",1,1,"at_home","other","other","father",4,3,0,"yes","yes","no","no","yes","yes","no","no",4,4,3,1,1,5,2,10,9,10,10.5,"1"
"461","MS","F",15,"R","GT3","T",1,1,"at_home","other","home","father",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,2,1,11,10,11,11.55,"3"
"462","MS","F",16,"R","GT3","T",1,1,"at_home","other","other","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,4,3,2,0,13,12,14,15.4,"3"
"463","MS","F",15,"R","GT3","T",1,1,"at_home","at_home","course","father",3,2,0,"no","yes","no","no","yes","yes","no","no",4,2,1,1,2,2,0,13,14,14,14,"3"
"464","MS","F",15,"R","LE3","T",2,2,"other","other","other","father",1,3,0,"yes","yes","no","no","yes","yes","no","no",4,4,3,2,2,5,2,14,11,12,12.6,"3"
"465","MS","M",16,"R","GT3","T",1,1,"at_home","other","other","father",2,1,0,"no","no","no","yes","yes","yes","no","no",3,4,4,3,4,5,6,11,11,11,11,"3"
"466","MS","F",18,"U","GT3","T",1,2,"other","other","course","father",1,2,1,"no","yes","no","yes","yes","yes","yes","yes",3,4,4,2,3,5,9,9,8,8,8,"1"
"467","MS","M",15,"U","GT3","T",3,1,"other","services","home","mother",2,1,0,"no","yes","no","no","yes","yes","no","no",3,2,3,1,3,4,0,10,9,11,12.1,"3"
"468","MS","F",16,"R","GT3","T",2,2,"other","services","course","father",3,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,1,2,1,14,13,14,14.7,"3"
"469","MS","M",15,"U","GT3","T",2,2,"health","other","reputation","mother",3,1,0,"no","no","no","no","yes","yes","no","no",4,3,3,1,2,4,1,13,12,13,13.65,"3"
